time,location,account,tipo,word
2020-04-09 20:53:00,Terrapin Springs,Syndicated4,shake,quake
2020-04-09 20:54:00,Weston,AttentativeJLight,build,bridge
2020-04-09 20:58:00,Palace Hills,HoldsAvalosBird,others,help
2020-04-09 20:58:00,Southwest,ObnoxiousWellsPlate,others,help
2020-04-09 21:00:00,Northwest,John_FreemanBird97,shake,earthquake
2020-04-09 21:03:00,Cheddarford,FleetCIcecream25,build,bridge
2020-04-09 21:03:00,Downtown,Syndicated4,shake,quake
2020-04-09 21:05:00,Southwest,Myrtle71W,build,build
2020-04-09 21:10:00,Terrapin Springs,LazyIcecreamJoseph_Watkins,others,help
2020-04-09 21:10:00,Terrapin Springs,LazyIcecreamJoseph_Watkins,disaster,disaster
2020-04-09 21:11:00,Terrapin Springs,FastLeslieCouch,others,sad
2020-04-09 21:16:00,Downtown,CandidSimmonsBowl1962,hospital,hospital
2020-04-09 21:18:00,Weston,Jane_DelunaBear82,build,bridge
2020-04-09 21:21:00,Southton,Opportunities1,shake,quake
2020-04-09 21:22:00,West Parton,Syndicated348,shake,tremble
2020-04-09 21:23:00,Downtown,KramerLion81,others,damage
2020-04-09 21:25:00,Downtown,BusyPamelaCouch,power,powerlines
2020-04-09 21:30:00,Palace Hills,______3333_____,shake,tremble
2020-04-09 21:30:00,Pepper Mill,CleverMCandy,others,roads
2020-04-09 21:31:00,Southton,handle,shake,shake
2020-04-09 21:49:00,Downtown,John_Allison89,shake,shake
2020-04-09 21:51:00,Southwest,DennisSmartW,build,build
2020-04-09 21:51:00,Southwest,DennisSmartW,others,problems
2020-04-09 21:51:00,Southwest,DennisSmartW,others,damage
2020-04-09 21:51:00,Southwest,DennisSmartW,build,repair
2020-04-09 21:52:00,Southwest,FamousHouseMargaret,others,shudder
2020-04-09 22:06:00,Palace Hills,CuriousDavidHouse,others,help
2020-04-09 22:06:00,Palace Hills,CuriousDavidHouse,disaster,disaster
2020-04-09 22:06:00,Scenic Vista,GuapoMeghanBanana,power,power
2020-04-09 22:11:00,Scenic Vista,HoldsGerald_CookBird,hospital,ambulance
2020-04-09 22:15:00,Terrapin Springs,Weeden1958,others,help
2020-04-09 22:15:00,Terrapin Springs,Weeden1958,disaster,disaster
2020-04-09 22:15:00,Palace Hills,A97Gentry,power,nuclear
2020-04-09 22:15:00,Palace Hills,A97Gentry,power,power
2020-04-09 22:15:00,Palace Hills,A97Gentry,power,nuclear
2020-04-09 22:15:00,Palace Hills,A97Gentry,power,power
2020-04-09 22:16:00,Scenic Vista,______3333_____,shake,tremble
2020-04-09 22:17:00,Scenic Vista,LovesValerie_HahnDog,power,power
2020-04-09 22:18:00,Old Town,WileyAHouse1950,others,help
2020-04-09 22:18:00,Old Town,WileyAHouse1950,disaster,disaster
2020-04-09 22:21:00,Cheddarford,CowettMouse56,others,victims
2020-04-09 22:23:00,Weston,HerbertBusyM,others,damage
2020-04-09 22:23:00,Weston,HerbertBusyM,build,repair
2020-04-09 22:23:00,Weston,HerbertBusyM,others,roads
2020-04-09 22:24:00,Palace Hills,CleverWeinerIcecream,others,help
2020-04-09 22:24:00,Palace Hills,CleverWeinerIcecream,disaster,disaster
2020-04-09 22:24:00,Old Town,CleverPlateVincent,others,help
2020-04-09 22:24:00,Old Town,CleverPlateVincent,disaster,disaster
2020-04-09 22:29:00,Terrapin Springs,JordanWantsBac0n,shake,quake
2020-04-09 22:31:00,Downtown,BusyFlemingPlate,others,help
2020-04-09 22:31:00,Downtown,BusyFlemingPlate,disaster,disaster
2020-04-09 22:33:00,Terrapin Springs,CandidCharmaineLight,sewer,sewer
2020-04-09 22:35:00,Pepper Mill,RunsJasonCat,others,help
2020-04-09 22:35:00,Pepper Mill,RunsJasonCat,disaster,disaster
2020-04-09 22:36:00,Southwest,CandidHouseJohn,others,help
2020-04-09 22:36:00,Southwest,CandidHouseJohn,disaster,disaster
2020-04-09 22:36:00,Southton,Jennifer_StudlerDog2015,others,damage
2020-04-09 22:36:00,Southton,Jennifer_StudlerDog2015,build,repair
2020-04-09 22:38:00,Broadview,Matthew22M,others,help
2020-04-09 22:38:00,Broadview,Matthew22M,disaster,disaster
2020-04-09 22:39:00,Safe Town,WileyAldapeCouch2013,sewer,sewer
2020-04-09 22:39:00,Safe Town,WileyAldapeCouch2013,sewer,sewer
2020-04-09 22:40:00,Southwest,handle,shake,quake
2020-04-09 22:41:00,Southwest,handle,shake,tremble
2020-04-09 22:42:00,Terrapin Springs,Maria1966Lincourt,others,help
2020-04-09 22:42:00,Terrapin Springs,Maria1966Lincourt,disaster,disaster
2020-04-09 22:43:00,Downtown,Opportunities2,shake,shake
2020-04-09 22:44:00,Broadview,P2010Hayne,others,help
2020-04-09 22:44:00,Broadview,P2010Hayne,disaster,disaster
2020-04-09 22:44:00,Wilson Forest,Patricia1983E,power,power
2020-04-09 22:47:00,Weston,BusyBowlCarrie,others,help
2020-04-09 22:47:00,Weston,BusyBowlCarrie,disaster,disaster
2020-04-09 22:48:00,Palace Hills,Helen_SmallsBear1990,others,help
2020-04-09 22:48:00,Palace Hills,Helen_SmallsBear1990,disaster,disaster
2020-04-09 22:49:00,Southwest,CuriousCandyHackney,others,help
2020-04-09 22:49:00,Southwest,CuriousCandyHackney,disaster,disaster
2020-04-09 22:55:00,Southton,Heather2011R,power,nuclear
2020-04-09 22:55:00,Southton,Heather2011R,power,energy
2020-04-09 22:58:00,Southton,J0rdanWantsBacon,shake,quake
2020-04-09 22:58:00,East Parton,Syndicated5,shake,tremble
2020-04-09 22:59:00,Old Town,BusyMarshaBowl,power,power
2020-04-09 23:00:00,Weston,Mittie45,others,help
2020-04-09 23:00:00,Weston,Mittie45,disaster,disaster
2020-04-09 23:01:00,Chapparal,Kelly1953Allen,power,nuclear
2020-04-09 23:01:00,Chapparal,Kelly1953Allen,power,energy
2020-04-09 23:02:00,Weston,FleetCarTerry,others,help
2020-04-09 23:02:00,Weston,FleetCarTerry,disaster,disaster
2020-04-09 23:05:00,Broadview,RobertCleverCampbell,others,emergency
2020-04-09 23:05:00,Broadview,RobertCleverCampbell,rescue,evacuation
2020-04-09 23:05:00,Broadview,RobertCleverCampbell,build,build
2020-04-09 23:06:00,East Parton,FastLightJohnson,power,nuclear
2020-04-09 23:06:00,East Parton,FastLightJohnson,power,power
2020-04-09 23:06:00,East Parton,FastLightJohnson,power,power
2020-04-09 23:06:00,East Parton,FastLightJohnson,build,build
2020-04-09 23:11:00,Southton,handle,shake,vibrate
2020-04-09 23:12:00,Southwest,RunsJeanne_BuchananBird,power,power
2020-04-09 23:13:00,Southton,Forrest_MooreOctopus36,others,help
2020-04-09 23:13:00,Southton,Forrest_MooreOctopus36,disaster,disaster
2020-04-09 23:15:00,Downtown,WileyKyleCandy,others,victims
2020-04-09 23:16:00,Terrapin Springs,Domitila1,others,help
2020-04-09 23:16:00,Terrapin Springs,Domitila1,disaster,disaster
2020-04-09 23:16:00,Broadview,FigueroaOctopus1959,power,power
2020-04-09 23:16:00,Cheddarford,Syndicated5,shake,quake
2020-04-09 23:17:00,Pepper Mill,Caroline_JonesHorse47,power,power
2020-04-09 23:18:00,Palace Hills,WatchesKurtCat,power,nuclear
2020-04-09 23:18:00,Palace Hills,WatchesKurtCat,power,energy
2020-04-09 23:19:00,Southwest,LazyTBread,others,help
2020-04-09 23:19:00,Southwest,LazyTBread,disaster,disaster
2020-04-09 23:19:00,Terrapin Springs,LazyIcecreamLeta_Mcdevitt,power,power
2020-04-09 23:19:00,Palace Hills,CandidCrossLight2012,power,nuclear
2020-04-09 23:19:00,Palace Hills,CandidCrossLight2012,power,energy
2020-04-09 23:21:00,Weston,Opportunities2,shake,shake
2020-04-09 23:22:00,West Parton,HinesMouse2001,others,help
2020-04-09 23:22:00,West Parton,HinesMouse2001,disaster,disaster
2020-04-09 23:23:00,Southwest,Rydberg89,power,power
2020-04-09 23:24:00,Weston,DFuriousS,hospital,ambulance
2020-04-09 23:25:00,Downtown,J0rdanWantsBacon,shake,shake
2020-04-09 23:26:00,Scenic Vista,HoldsRunyonLion,power,nuclear
2020-04-09 23:26:00,Scenic Vista,HoldsRunyonLion,power,energy
2020-04-09 23:28:00,Southton,BusyCHouse,power,nuclear
2020-04-09 23:28:00,Southton,BusyCHouse,power,energy
2020-04-09 23:30:00,Southton,JAttentativeConcepcion,power,power
2020-04-09 23:31:00,Southton,WileyLightScottie_Garcia,power,nuclear
2020-04-09 23:31:00,Southton,WileyLightScottie_Garcia,power,energy
2020-04-09 23:34:00,Southton,RacesMurachBear,power,power
2020-04-09 23:34:00,Downtown,FastRCouch,power,nuclear
2020-04-09 23:34:00,Downtown,FastRCouch,power,power
2020-04-09 23:35:00,Northwest,HoldsGuillermo_LawtonHorse,power,power
2020-04-09 23:37:00,Safe Town,GuapoWCar,power,power
2020-04-09 23:39:00,Oak Willow,Opportunities1,shake,vibrate
2020-04-09 23:39:00,Weston,CuriousLightTina_Marlow,power,power
2020-04-09 23:40:00,Downtown,Syndicated4,shake,shake
2020-04-09 23:41:00,Downtown,Syndicated5,others,dangerous
2020-04-09 23:41:00,Downtown,Syndicated5,shake,quake
2020-04-09 23:49:00,Southton,handle,shake,quake
2020-04-09 23:50:00,East Parton,Howard_WashingtonCat1990,power,nuclear
2020-04-09 23:50:00,East Parton,Howard_WashingtonCat1990,power,energy
2020-04-09 23:53:00,Broadview,LovesMurrayDog,power,nuclear
2020-04-09 23:53:00,Broadview,LovesMurrayDog,power,energy
2020-04-09 23:55:00,Palace Hills,Richard2015Jacobs,power,nuclear
2020-04-09 23:55:00,Palace Hills,Richard2015Jacobs,power,energy
2020-04-09 23:56:00,Oak Willow,FamousIcecreamEskola,power,nuclear
2020-04-09 23:56:00,Oak Willow,FamousIcecreamEskola,power,energy
2020-04-09 23:57:00,Palace Hills,handle,shake,shake
2020-04-09 23:58:00,Easton,Shallenberger96,others,help
2020-04-10 00:00:00,Downtown,KRAKTV,rescue,rescue
2020-04-10 00:00:00,Downtown,KRAKTV,build,build
2020-04-10 00:00:00,<Location with-held due to contract>,LazyWBanana,rescue,rescue
2020-04-10 00:00:00,<Location with-held due to contract>,LazyWBanana,shake,rubble
2020-04-10 00:01:00,Weston,______3333_____,shake,quake
2020-04-10 00:01:00,Southwest,JordanWantsBac0n,shake,quake
2020-04-10 00:01:00,Old Town,DoNotWant,others,help
2020-04-10 00:02:00,Easton,EscalanteBird1965,power,nuclear
2020-04-10 00:02:00,Easton,EscalanteBird1965,power,energy
2020-04-10 00:02:00,Southwest,VanessaCorwin,hospital,hospital
2020-04-10 00:02:00,Southwest,VanessaCorwin,others,apocalypse
2020-04-10 00:03:00,Southton,SharonMouse55,power,nuclear
2020-04-10 00:03:00,Southton,SharonMouse55,power,energy
2020-04-10 00:03:00,Old Town,RunningTree,hospital,die
2020-04-10 00:03:00,Old Town,RunningTree,others,help
2020-04-10 00:04:00,Cheddarford,RoseWyatt,others,help
2020-04-10 00:04:00,Old Town,OldTownGirl,others,help
2020-04-10 00:05:00,Southwest,Nicole1954Labranche,power,nuclear
2020-04-10 00:05:00,Southwest,Nicole1954Labranche,power,energy
2020-04-10 00:05:00,Southton,AlwaysUpToEat34,rescue,rescue
2020-04-10 00:05:00,Southton,AlwaysUpToEat34,others,help
2020-04-10 00:05:00,Old Town,WalkerTree,others,help
2020-04-10 00:05:00,Old Town,WalkerTree,build,build
2020-04-10 00:05:00,Old Town,WalkerTree,hospital,die
2020-04-10 00:05:00,Old Town,WalkerTree,others,help
2020-04-10 00:06:00,Old Town,ArtistLalisaManoban,hospital,dead
2020-04-10 00:06:00,Pepper Mill,FrancineHiggins,hospital,hospital
2020-04-10 00:10:00,Southton,Lachelle1954,others,help
2020-04-10 00:11:00,Weston,TallPBanana1958,power,nuclear
2020-04-10 00:11:00,Weston,TallPBanana1958,power,power
2020-04-10 00:13:00,Cheddarford,A43Horton,others,help
2020-04-10 00:13:00,Weston,Syndicated5,shake,shake
2020-04-10 00:14:00,Southwest,FleetBBowl,rescue,rescue
2020-04-10 00:14:00,Southwest,FleetBBowl,shake,rubble
2020-04-10 00:14:00,Downtown,Rebecca2008,others,help
2020-04-10 00:14:00,Downtown,Rebecca2008,build,build
2020-04-10 00:14:00,Downtown,Rebecca2008,hospital,die
2020-04-10 00:14:00,Downtown,Rebecca2008,others,help
2020-04-10 00:14:00,Weston,FuriousCarWiley,others,help
2020-04-10 00:15:00,Terrapin Springs,CleverShannonCouch,power,nuclear
2020-04-10 00:15:00,Terrapin Springs,CleverShannonCouch,power,energy
2020-04-10 00:15:00,Weston,CandidSchultzCandy89,others,help
2020-04-10 00:15:00,Palace Hills,Branch16,others,help
2020-04-10 00:16:00,Broadview,GuapoAlthouseBowl2003,power,power
2020-04-10 00:17:00,Southwest,TallDekanyCandy,others,help
2020-04-10 00:18:00,West Parton,FastIcecreamGary_Hahn,hospital,dead
2020-04-10 00:18:00,Oak Willow,FamousMPlate,others,help
2020-04-10 00:18:00,Oak Willow,FamousMPlate,build,build
2020-04-10 00:18:00,Oak Willow,FamousMPlate,hospital,die
2020-04-10 00:18:00,Oak Willow,FamousMPlate,others,help
2020-04-10 00:19:00,Southwest,CleverAIcecream,power,nuclear
2020-04-10 00:19:00,Southwest,CleverAIcecream,power,energy
2020-04-10 00:20:00,Safe Town,FuriousRCouch,rescue,rescue
2020-04-10 00:20:00,Safe Town,FuriousRCouch,build,build
2020-04-10 00:20:00,West Parton,TWileySiegel,others,help
2020-04-10 00:20:00,Oak Willow,ObnoxiousHouseMichael_Hadden,others,help
2020-04-10 00:20:00,Safe Town,FuriousBowlWilson,power,power
2020-04-10 00:20:00,Safe Town,FuriousBowlWilson,build,build
2020-04-10 00:21:00,East Parton,Roma_CarrierBear87,others,help
2020-04-10 00:21:00,Southton,DarkJohnsonCar,others,help
2020-04-10 00:21:00,Southton,DarkJohnsonCar,build,build
2020-04-10 00:21:00,Southton,DarkJohnsonCar,hospital,die
2020-04-10 00:21:00,Southton,DarkJohnsonCar,others,help
2020-04-10 00:22:00,Broadview,FigueroaOctopus1959,rescue,rescue
2020-04-10 00:22:00,Broadview,FigueroaOctopus1959,shake,rubble
2020-04-10 00:23:00,West Parton,CharlesCuriousJ,power,power
2020-04-10 00:23:00,West Parton,CharlesCuriousJ,rescue,rescue
2020-04-10 00:23:00,West Parton,CharlesCuriousJ,power,nuclear
2020-04-10 00:23:00,West Parton,CharlesCuriousJ,power,power
2020-04-10 00:23:00,Safe Town,AlwaysSafePowerCompany,power,nuclear
2020-04-10 00:23:00,Safe Town,AlwaysSafePowerCompany,power,power
2020-04-10 00:23:00,Cheddarford,DarkBowlRinehart,others,help
2020-04-10 00:23:00,Cheddarford,DarkBowlRinehart,build,build
2020-04-10 00:23:00,Cheddarford,DarkBowlRinehart,hospital,die
2020-04-10 00:23:00,Cheddarford,DarkBowlRinehart,others,help
2020-04-10 00:24:00,Northwest,Syndicated4,others,dangerous
2020-04-10 00:24:00,Broadview,JohnsonHorse1973,others,help
2020-04-10 00:24:00,Safe Town,WileyJoeCar,hospital,dead
2020-04-10 00:24:00,Weston,Robert2017,rescue,rescue
2020-04-10 00:24:00,Weston,Robert2017,shake,rubble
2020-04-10 00:24:00,West Parton,CantonCoordon2,shake,vibrate
2020-04-10 00:25:00,Oak Willow,CuriousCeciliaIcecream,rescue,rescue
2020-04-10 00:25:00,Oak Willow,CuriousCeciliaIcecream,others,help
2020-04-10 00:25:00,Northwest,FuriousWhatleyHouse,rescue,rescue
2020-04-10 00:25:00,Northwest,FuriousWhatleyHouse,shake,rubble
2020-04-10 00:27:00,Southwest,Amanda1954R,others,help
2020-04-10 00:27:00,Cheddarford,EBusyTaylor,rescue,rescue
2020-04-10 00:27:00,Cheddarford,EBusyTaylor,shake,rubble
2020-04-10 00:29:00,Downtown,LovesMary_BrentHorse,hospital,hospital
2020-04-10 00:29:00,Downtown,LovesMary_BrentHorse,others,apocalypse
2020-04-10 00:29:00,Scenic Vista,Samuel1951,others,help
2020-04-10 00:30:00,Safe Town,T2013Thomas,others,help
2020-04-10 00:31:00,Old Town,DouglasCleverWarthen,hospital,hospital
2020-04-10 00:31:00,Old Town,DouglasCleverWarthen,others,apocalypse
2020-04-10 00:31:00,Downtown,TCleverL,hospital,die
2020-04-10 00:31:00,Downtown,TCleverL,others,help
2020-04-10 00:32:00,Old Town,BusyCarMelinda,others,help
2020-04-10 00:32:00,Old Town,BusyCarMelinda,build,build
2020-04-10 00:32:00,Old Town,BusyCarMelinda,hospital,die
2020-04-10 00:32:00,Old Town,BusyCarMelinda,others,help
2020-04-10 00:32:00,Southwest,Nicole_SmithBear88,rescue,rescue
2020-04-10 00:32:00,Southwest,Nicole_SmithBear88,others,help
2020-04-10 00:33:00,Broadview,LazyWBread,hospital,die
2020-04-10 00:33:00,Broadview,LazyWBread,others,help
2020-04-10 00:33:00,Northwest,KFamousG,others,help
2020-04-10 00:33:00,Southton,Benford1973,hospital,dead
2020-04-10 00:33:00,Southton,LazyGracieCar,hospital,hospital
2020-04-10 00:33:00,Southton,LazyGracieCar,others,apocalypse
2020-04-10 00:34:00,Southton,Richard14B,others,help
2020-04-10 00:34:00,East Parton,ObnoxiousWLight1956,others,help
2020-04-10 00:34:00,Weston,SmartPaulLight,others,help
2020-04-10 00:34:00,Southton,TracyCleverJ,hospital,hospital
2020-04-10 00:34:00,Southton,TracyCleverJ,others,apocalypse
2020-04-10 00:35:00,Southton,WileyLightScottie_Garcia,hospital,hospital
2020-04-10 00:36:00,Downtown,Richard_FergusonMouse1984,power,nuclear
2020-04-10 00:36:00,Downtown,Richard_FergusonMouse1984,power,power
2020-04-10 00:37:00,Cheddarford,HoldsEileenDog,hospital,dead
2020-04-10 00:37:00,Southton,ScottSmartToupin,rescue,rescue
2020-04-10 00:37:00,Southton,ScottSmartToupin,others,help
2020-04-10 00:38:00,Southwest,George1992Sims,rescue,rescue
2020-04-10 00:38:00,Southwest,George1992Sims,others,help
2020-04-10 00:39:00,Broadview,AttentativeLisaBread,others,help
2020-04-10 00:39:00,Weston,Mittie45,rescue,rescue
2020-04-10 00:39:00,Weston,Mittie45,others,help
2020-04-10 00:40:00,Weston,Della_FarnsworthDog1964,rescue,rescue
2020-04-10 00:40:00,Weston,Della_FarnsworthDog1964,others,help
2020-04-10 00:40:00,Downtown,CarlFastY,hospital,hospital
2020-04-10 00:41:00,Weston,CuriousJBread,power,nuclear
2020-04-10 00:41:00,Weston,CuriousJBread,power,power
2020-04-10 00:41:00,Palace Hills,Mabel_MixBird40,others,help
2020-04-10 00:41:00,Northwest,Betty_LoveladyLion60,others,help
2020-04-10 00:42:00,Weston,Eric52Bledsoe,others,help
2020-04-10 00:42:00,Easton,Opportunities1,shake,vibrate
2020-04-10 00:43:00,Palace Hills,GuapoMethenyBread,power,nuclear
2020-04-10 00:43:00,Palace Hills,GuapoMethenyBread,power,power
2020-04-10 00:43:00,Southton,MelissaFleetL,hospital,hospital
2020-04-10 00:43:00,Southton,MelissaFleetL,others,apocalypse
2020-04-10 00:43:00,East Parton,DarkGraceCar,rescue,rescue
2020-04-10 00:43:00,East Parton,DarkGraceCar,others,help
2020-04-10 00:43:00,Downtown,JohnFish93,rescue,rescue
2020-04-10 00:43:00,Downtown,JohnFish93,build,build
2020-04-10 00:44:00,Downtown,LovesTheresa_KeyserBear,rescue,rescue
2020-04-10 00:44:00,Downtown,LovesTheresa_KeyserBear,others,help
2020-04-10 00:44:00,Weston,Susan1955,others,help
2020-04-10 00:44:00,Weston,Angela1956,power,nuclear
2020-04-10 00:44:00,Weston,Angela1956,power,power
2020-04-10 00:45:00,Southton,DarkSusanBread,others,help
2020-04-10 00:46:00,Chapparal,Mark_WardDog3,hospital,hospital
2020-04-10 00:46:00,Chapparal,Mark_WardDog3,others,apocalypse
2020-04-10 00:46:00,Northwest,SmartPlateKane,power,nuclear
2020-04-10 00:46:00,Northwest,SmartPlateKane,power,nuclear
2020-04-10 00:46:00,Northwest,SmartPlateKane,build,build
2020-04-10 00:47:00,Weston,FamousKCouch2007,rescue,rescue
2020-04-10 00:47:00,Weston,FamousKCouch2007,build,build
2020-04-10 00:47:00,Northwest,RenaFuriousY,hospital,hospital
2020-04-10 00:47:00,Northwest,RenaFuriousY,others,apocalypse
2020-04-10 00:47:00,Northwest,AttentativeDCandy,power,nuclear
2020-04-10 00:47:00,Northwest,AttentativeDCandy,power,power
2020-04-10 00:48:00,Southwest,Morse1989,power,nuclear
2020-04-10 00:48:00,Southwest,Morse1989,power,power
2020-04-10 00:49:00,Downtown,AttentativeIcecreamOrchard,others,help
2020-04-10 00:49:00,Southwest,SmartAIcecream44,others,help
2020-04-10 00:50:00,Cheddarford,HoldsWilliamBear,others,help
2020-04-10 00:50:00,Southwest,Amanda1954R,rescue,rescue
2020-04-10 00:50:00,Southwest,Amanda1954R,others,help
2020-04-10 00:51:00,Southwest,Fernando42,power,nuclear
2020-04-10 00:51:00,Southwest,Fernando42,power,power
2020-04-10 00:51:00,Pepper Mill,Jonathan_LacyWhale2011,power,nuclear
2020-04-10 00:52:00,Downtown,TCleverL,power,nuclear
2020-04-10 00:52:00,Downtown,TCleverL,power,power
2020-04-10 00:53:00,Southton,David1981,rescue,rescue
2020-04-10 00:53:00,Southton,David1981,build,build
2020-04-10 00:54:00,Cheddarford,Syndicated5,shake,vibrate
2020-04-10 00:54:00,Downtown,Joseph2005Tant,power,nuclear
2020-04-10 00:54:00,Downtown,Joseph2005Tant,power,power
2020-04-10 00:55:00,Oak Willow,LovesAtkinsonHorse,others,help
2020-04-10 00:55:00,Easton,RacesLissetteBear,power,nuclear
2020-04-10 00:55:00,Easton,RacesLissetteBear,power,power
2020-04-10 00:56:00,Terrapin Springs,CleverMPlate89,hospital,die
2020-04-10 00:56:00,Terrapin Springs,CleverMPlate89,others,help
2020-04-10 01:00:00,Wilson Forest,CuriousBananaSmelser,build,build
2020-04-10 01:01:00,Palace Hills,RodriguezBird2,others,help
2020-04-10 01:01:00,Northwest,SAttentativeSmithey,rescue,rescue
2020-04-10 01:01:00,Northwest,SAttentativeSmithey,build,build
2020-04-10 01:02:00,Old Town,FuriousLightEric,power,nuclear
2020-04-10 01:02:00,Old Town,FuriousLightEric,power,power
2020-04-10 01:03:00,Cheddarford,RobertFamousV,power,nuclear
2020-04-10 01:03:00,Cheddarford,RobertFamousV,power,power
2020-04-10 01:03:00,Southton,Lachelle1954,hospital,die
2020-04-10 01:03:00,Southton,Lachelle1954,others,help
2020-04-10 01:04:00,Downtown,CandidALight,hospital,hospital
2020-04-10 01:04:00,Downtown,CandidALight,others,apocalypse
2020-04-10 01:05:00,East Parton,LazyEBanana1960,power,nuclear
2020-04-10 01:05:00,East Parton,LazyEBanana1960,power,power
2020-04-10 01:07:00,Palace Hills,CleverShahIcecream,power,nuclear
2020-04-10 01:07:00,Palace Hills,CleverShahIcecream,power,power
2020-04-10 01:07:00,Palace Hills,CleverShahIcecream,power,nuclear
2020-04-10 01:07:00,Palace Hills,CleverShahIcecream,power,power
2020-04-10 01:08:00,Southwest,Syndicated348,shake,shake
2020-04-10 01:11:00,Weston,JObnoxiousMarkert,hospital,hospital
2020-04-10 01:11:00,Weston,Shane_Tartaglia7,power,nuclear
2020-04-10 01:11:00,Weston,Shane_Tartaglia7,power,power
2020-04-10 01:12:00,Southwest,CleverStarkCar,rescue,rescue
2020-04-10 01:12:00,Southwest,CleverStarkCar,build,build
2020-04-10 01:12:00,Oak Willow,GuapoSantaPlate19,build,build
2020-04-10 01:14:00,Southwest,Barbara2018Frank,build,build
2020-04-10 01:16:00,Southwest,WatchesEva_CarringtonBear,hospital,dead
2020-04-10 01:17:00,Southton,AttentativeHouseElliott,build,build
2020-04-10 01:21:00,Southton,JeremiahCuriousR,build,build
2020-04-10 01:22:00,Southwest,Bernice_EdwardsMouse1991,build,build
2020-04-10 01:23:00,Downtown,FleetHBread,build,build
2020-04-10 01:30:00,East Parton,RunsTaylorMouse,others,help
2020-04-10 01:36:00,Old Town,JAttentativeH,power,nuclear
2020-04-10 01:38:00,Chapparal,CandidIcecreamCohen,build,build
2020-04-10 01:43:00,Broadview,DarkCouchGrimes,power,nuclear
2020-04-10 01:43:00,Broadview,DarkCouchGrimes,power,power
2020-04-10 01:44:00,Downtown,Lina1996,build,build
2020-04-10 01:47:00,West Parton,WileyIPlate55,others,help
2020-04-10 01:48:00,Southton,MarcosSmartG,others,help
2020-04-10 01:49:00,Northwest,DarkLightFletcher_Stephens,power,nuclear
2020-04-10 01:49:00,Northwest,DarkLightFletcher_Stephens,power,energy
2020-04-10 01:51:00,West Parton,Amy21Miller,others,help
2020-04-10 01:55:00,Southton,TallJCar,others,help
2020-04-10 01:55:00,Old Town,Wilcox1969,build,build
2020-04-10 01:56:00,Weston,AttentativeCarCorrigan,others,help
2020-04-10 01:56:00,Easton,Jeffrey_JamesDog78,build,build
2020-04-10 01:57:00,Old Town,SmartCarShane_Harvey,others,help
2020-04-10 01:58:00,Southwest,GuapoMcneelyCandy,others,help
2020-04-10 02:00:00,Easton,Syndicated4,shake,quake
2020-04-10 02:00:00,Easton,RunsAllenMouse,power,power
2020-04-10 02:03:00,Weston,______3333_____,shake,shake
2020-04-10 02:10:00,Scenic Vista,______3333_____,shake,shake
2020-04-10 02:16:00,Safe Town,Nannie_Martino20,power,power
2020-04-10 02:19:00,Old Town,KelleeDarkPitts,power,power
2020-04-10 02:20:00,Southton,FuriousGordonBanana,power,power
2020-04-10 02:21:00,West Parton,FearsLydia_WhiteFish,power,power
2020-04-10 02:24:00,Weston,SusanDarkHoag,power,power
2020-04-10 02:26:00,Downtown,CuriousCandyCohen,power,power
2020-04-10 02:27:00,Old Town,Dollie13,power,power
2020-04-10 02:30:00,Weston,G27Craycraft,power,power
2020-04-10 02:30:00,Oak Willow,Opportunities1,shake,quake
2020-04-10 02:31:00,Broadview,ThomasFamousFrancisco,power,power
2020-04-10 02:33:00,Northwest,DFastWeaver,power,power
2020-04-10 02:34:00,Southwest,Barbara_ParsonsDog19,power,power
2020-04-10 02:35:00,Southton,CandidJenkinsHouse,power,power
2020-04-10 02:36:00,Southwest,NAttentativeRobinson,power,power
2020-04-10 02:37:00,West Parton,Carol_MorrisWhale2010,power,power
2020-04-10 02:41:00,Scenic Vista,Janet_Childs39,power,power
2020-04-10 02:44:00,Weston,RunsAnthony_TranBear,power,nuclear
2020-04-10 02:44:00,Weston,RunsAnthony_TranBear,power,power
2020-04-10 02:45:00,Weston,HoldsAlvaradoWhale,hospital,death
2020-04-10 02:45:00,Weston,HoldsAlvaradoWhale,power,energy
2020-04-10 02:47:00,Southton,CantonCoordon2,shake,quake
2020-04-10 02:52:00,Safe Town,GrantOctopus2009,power,nuclear
2020-04-10 02:52:00,Safe Town,GrantOctopus2009,power,energy
2020-04-10 02:53:00,Oak Willow,GuapoHelenCouch,others,problem
2020-04-10 02:56:00,Cheddarford,MCuriousM,power,nuclear
2020-04-10 02:56:00,Cheddarford,MCuriousM,power,power
2020-04-10 02:59:00,Weston,FuriousFranklinBanana,shake,shake
2020-04-10 03:07:00,Weston,GuapoEdmundoBowl,power,energy
2020-04-10 03:07:00,Weston,GuapoEdmundoBowl,power,nuclear
2020-04-10 03:07:00,Weston,GuapoEdmundoBowl,power,power
2020-04-10 03:18:00,Southwest,Syndicated348,shake,vibrate
2020-04-10 03:23:00,Weston,AmandaGuapoS,disaster,disaster
2020-04-10 03:23:00,Weston,AmandaGuapoS,others,damage
2020-04-10 03:24:00,Southwest,Syndicated5,shake,tremble
2020-04-10 03:31:00,Chapparal,WileyCarAndrea_Cruz,hospital,ambulance
2020-04-10 03:31:00,Chapparal,WileyCarAndrea_Cruz,hospital,hospital
2020-04-10 03:35:00,Southwest,TallCCar,power,powerlines
