"location","keyword","frequency","time"
"chapparal","road","1","08/04 @ 14h"
"chapparal","road","0","08/04 @ 15h"
"chapparal","road","1","08/04 @ 16h"
"chapparal","road","0","08/04 @ 17h"
"chapparal","road","1","08/04 @ 18h"
"chapparal","road","0","08/04 @ 19h"
"chapparal","road","1","08/04 @ 20h"
"chapparal","road","0","08/04 @ 21h"
"chapparal","road","5","08/04 @ 22h"
"chapparal","road","1","08/04 @ 23h"
"chapparal","road","0","09/04 @ 00h"
"chapparal","road","0","09/04 @ 01h"
"chapparal","road","1","09/04 @ 02h"
"chapparal","road","0","09/04 @ 03h"
"chapparal","road","4","09/04 @ 04h"
"chapparal","road","0","09/04 @ 05h"
"chapparal","road","1","09/04 @ 06h"
"chapparal","road","0","09/04 @ 07h"
"chapparal","road","1","09/04 @ 08h"
"chapparal","road","1","09/04 @ 09h"
"chapparal","road","0","09/04 @ 10h"
"chapparal","road","1","09/04 @ 11h"
"chapparal","road","1","09/04 @ 12h"
"chapparal","road","2","09/04 @ 13h"
"chapparal","road","0","09/04 @ 14h"
"chapparal","road","0","09/04 @ 15h"
"chapparal","road","0","09/04 @ 16h"
"chapparal","road","0","09/04 @ 17h"
"chapparal","road","0","09/04 @ 18h"
"chapparal","road","5","09/04 @ 19h"
"chapparal","road","0","09/04 @ 20h"
"chapparal","road","0","09/04 @ 21h"
"chapparal","road","0","09/04 @ 22h"
"chapparal","road","0","09/04 @ 23h"
"chapparal","road","0","10/04 @ 00h"
"chapparal","road","0","10/04 @ 01h"
"chapparal","road","0","10/04 @ 02h"
"chapparal","road","0","10/04 @ 03h"
"chapparal","road","0","10/04 @ 04h"
"chapparal","road","1","10/04 @ 05h"
"chapparal","road","0","10/04 @ 06h"
"chapparal","road","0","10/04 @ 07h"
"chapparal","road","0","10/04 @ 08h"
"chapparal","road","0","10/04 @ 09h"
"chapparal","road","1","10/04 @ 10h"
"chapparal","road","0","10/04 @ 11h"
"chapparal","road","0","10/04 @ 12h"
"chapparal","medical","0","06/04 @ 00h"
"chapparal","medical","0","06/04 @ 01h"
"chapparal","medical","0","06/04 @ 02h"
"chapparal","medical","0","06/04 @ 03h"
"chapparal","medical","0","06/04 @ 04h"
"chapparal","medical","0","06/04 @ 05h"
"chapparal","medical","0","06/04 @ 06h"
"chapparal","medical","0","06/04 @ 07h"
"chapparal","medical","0","06/04 @ 08h"
"chapparal","medical","0","06/04 @ 09h"
"chapparal","medical","0","06/04 @ 10h"
"chapparal","medical","0","06/04 @ 11h"
"chapparal","medical","0","06/04 @ 12h"
"chapparal","medical","0","06/04 @ 13h"
"chapparal","medical","0","06/04 @ 14h"
"chapparal","medical","0","06/04 @ 15h"
"chapparal","medical","0","06/04 @ 16h"
"chapparal","medical","0","06/04 @ 17h"
"chapparal","medical","0","06/04 @ 18h"
"chapparal","medical","0","06/04 @ 19h"
"chapparal","medical","0","06/04 @ 20h"
"chapparal","medical","0","06/04 @ 21h"
"chapparal","medical","0","06/04 @ 22h"
"chapparal","medical","0","06/04 @ 23h"
"chapparal","medical","0","07/04 @ 00h"
"chapparal","medical","0","07/04 @ 01h"
"chapparal","medical","0","07/04 @ 02h"
"chapparal","medical","0","07/04 @ 03h"
"chapparal","medical","0","07/04 @ 04h"
"chapparal","medical","0","07/04 @ 05h"
"chapparal","medical","0","07/04 @ 06h"
"chapparal","medical","0","07/04 @ 07h"
"chapparal","medical","0","07/04 @ 08h"
"chapparal","medical","0","07/04 @ 09h"
"chapparal","medical","0","07/04 @ 10h"
"chapparal","medical","0","07/04 @ 11h"
"chapparal","medical","0","07/04 @ 12h"
"chapparal","medical","0","07/04 @ 13h"
"chapparal","medical","0","07/04 @ 14h"
"chapparal","medical","0","07/04 @ 15h"
"chapparal","medical","1","07/04 @ 16h"
"chapparal","medical","0","07/04 @ 17h"
"chapparal","medical","0","07/04 @ 18h"
"chapparal","medical","0","07/04 @ 19h"
"chapparal","medical","0","07/04 @ 20h"
"chapparal","medical","0","07/04 @ 21h"
"chapparal","medical","0","07/04 @ 22h"
"chapparal","medical","0","07/04 @ 23h"
"chapparal","medical","0","08/04 @ 00h"
"chapparal","medical","0","08/04 @ 01h"
"chapparal","medical","0","08/04 @ 02h"
"chapparal","medical","0","08/04 @ 03h"
"chapparal","medical","0","08/04 @ 04h"
"chapparal","medical","0","08/04 @ 05h"
"chapparal","medical","0","08/04 @ 06h"
"chapparal","medical","0","08/04 @ 07h"
"chapparal","medical","0","08/04 @ 08h"
"chapparal","medical","0","08/04 @ 09h"
"chapparal","medical","0","08/04 @ 10h"
"chapparal","medical","0","08/04 @ 11h"
"chapparal","medical","0","08/04 @ 12h"
"chapparal","medical","0","08/04 @ 13h"
"chapparal","medical","3","08/04 @ 14h"
"chapparal","medical","0","08/04 @ 15h"
"chapparal","medical","0","08/04 @ 16h"
"chapparal","medical","0","08/04 @ 17h"
"chapparal","medical","0","08/04 @ 18h"
"chapparal","medical","0","08/04 @ 19h"
"chapparal","medical","0","08/04 @ 20h"
"chapparal","medical","0","08/04 @ 21h"
"chapparal","medical","5","08/04 @ 22h"
"chapparal","medical","1","08/04 @ 23h"
"chapparal","medical","0","09/04 @ 00h"
"chapparal","medical","0","09/04 @ 01h"
"chapparal","medical","0","09/04 @ 02h"
"chapparal","medical","0","09/04 @ 03h"
"chapparal","medical","0","09/04 @ 04h"
"chapparal","medical","0","09/04 @ 05h"
"chapparal","medical","0","09/04 @ 06h"
"chapparal","medical","0","09/04 @ 07h"
"chapparal","medical","0","09/04 @ 08h"
"chapparal","medical","0","09/04 @ 09h"
"chapparal","medical","0","09/04 @ 10h"
"chapparal","medical","0","09/04 @ 11h"
"chapparal","medical","0","09/04 @ 12h"
"chapparal","medical","1","09/04 @ 13h"
"chapparal","medical","2","09/04 @ 14h"
"chapparal","medical","1","09/04 @ 15h"
"chapparal","medical","0","09/04 @ 16h"
"chapparal","medical","0","09/04 @ 17h"
"chapparal","medical","0","09/04 @ 18h"
"chapparal","medical","0","09/04 @ 19h"
"chapparal","medical","0","09/04 @ 20h"
"chapparal","medical","0","09/04 @ 21h"
"chapparal","medical","0","09/04 @ 22h"
"chapparal","medical","0","09/04 @ 23h"
"chapparal","medical","0","10/04 @ 00h"
"chapparal","medical","0","10/04 @ 01h"
"chapparal","medical","0","10/04 @ 02h"
"chapparal","medical","2","10/04 @ 03h"
"chapparal","medical","0","10/04 @ 04h"
"chapparal","medical","0","10/04 @ 05h"
"chapparal","medical","0","10/04 @ 06h"
"chapparal","medical","1","10/04 @ 07h"
"chapparal","medical","0","10/04 @ 08h"
"chapparal","medical","1","10/04 @ 09h"
"chapparal","medical","2","10/04 @ 10h"
"chapparal","medical","0","10/04 @ 11h"
"chapparal","medical","0","10/04 @ 12h"
"chapparal","building","0","06/04 @ 00h"
"chapparal","building","0","06/04 @ 01h"
"chapparal","building","0","06/04 @ 02h"
"chapparal","building","0","06/04 @ 03h"
"chapparal","building","0","06/04 @ 04h"
"chapparal","building","0","06/04 @ 05h"
"chapparal","building","0","06/04 @ 06h"
"chapparal","building","0","06/04 @ 07h"
"chapparal","building","0","06/04 @ 08h"
"chapparal","building","1","06/04 @ 09h"
"chapparal","building","0","06/04 @ 10h"
"chapparal","building","0","06/04 @ 11h"
"chapparal","building","0","06/04 @ 12h"
"chapparal","building","2","06/04 @ 13h"
"chapparal","building","0","06/04 @ 14h"
"chapparal","building","0","06/04 @ 15h"
"chapparal","building","0","06/04 @ 16h"
"chapparal","building","0","06/04 @ 17h"
"chapparal","building","1","06/04 @ 18h"
"chapparal","building","1","06/04 @ 19h"
"chapparal","building","0","06/04 @ 20h"
"chapparal","building","0","06/04 @ 21h"
"chapparal","building","0","06/04 @ 22h"
"chapparal","building","0","06/04 @ 23h"
"chapparal","building","0","07/04 @ 00h"
"chapparal","building","0","07/04 @ 01h"
"chapparal","building","0","07/04 @ 02h"
"chapparal","building","0","07/04 @ 03h"
"chapparal","building","0","07/04 @ 04h"
"chapparal","building","0","07/04 @ 05h"
"chapparal","building","0","07/04 @ 06h"
"chapparal","building","0","07/04 @ 07h"
"chapparal","building","0","07/04 @ 08h"
"chapparal","building","0","07/04 @ 09h"
"chapparal","building","0","07/04 @ 10h"
"chapparal","building","0","07/04 @ 11h"
"chapparal","building","0","07/04 @ 12h"
"chapparal","building","0","07/04 @ 13h"
"chapparal","building","0","07/04 @ 14h"
"chapparal","building","0","07/04 @ 15h"
"chapparal","building","0","07/04 @ 16h"
"chapparal","building","0","07/04 @ 17h"
"chapparal","building","0","07/04 @ 18h"
"chapparal","building","0","07/04 @ 19h"
"chapparal","building","0","07/04 @ 20h"
"chapparal","building","1","07/04 @ 21h"
"chapparal","building","0","07/04 @ 22h"
"chapparal","building","0","07/04 @ 23h"
"chapparal","building","0","08/04 @ 00h"
"chapparal","building","0","08/04 @ 01h"
"chapparal","building","0","08/04 @ 02h"
"chapparal","building","0","08/04 @ 03h"
"chapparal","building","0","08/04 @ 04h"
"chapparal","building","0","08/04 @ 05h"
"chapparal","building","0","08/04 @ 06h"
"chapparal","building","1","08/04 @ 07h"
"chapparal","building","1","08/04 @ 08h"
"chapparal","building","1","08/04 @ 09h"
"chapparal","building","0","08/04 @ 10h"
"chapparal","building","1","08/04 @ 11h"
"chapparal","building","1","08/04 @ 12h"
"chapparal","building","0","08/04 @ 13h"
"chapparal","building","2","08/04 @ 14h"
"chapparal","building","1","08/04 @ 15h"
"chapparal","building","0","08/04 @ 16h"
"chapparal","building","0","08/04 @ 17h"
"chapparal","building","1","08/04 @ 18h"
"chapparal","building","1","08/04 @ 19h"
"chapparal","building","3","08/04 @ 20h"
"chapparal","building","0","08/04 @ 21h"
"chapparal","building","0","08/04 @ 22h"
"chapparal","building","0","08/04 @ 23h"
"chapparal","building","1","09/04 @ 00h"
"chapparal","building","1","09/04 @ 01h"
"chapparal","building","0","09/04 @ 02h"
"chapparal","building","0","09/04 @ 03h"
"chapparal","building","0","09/04 @ 04h"
"chapparal","building","0","09/04 @ 05h"
"chapparal","building","0","09/04 @ 06h"
"chapparal","building","1","09/04 @ 07h"
"chapparal","building","1","09/04 @ 08h"
"chapparal","building","0","09/04 @ 09h"
"chapparal","building","1","09/04 @ 10h"
"chapparal","building","2","09/04 @ 11h"
"chapparal","building","1","09/04 @ 12h"
"chapparal","building","0","09/04 @ 13h"
"chapparal","building","1","09/04 @ 14h"
"chapparal","building","0","09/04 @ 15h"
"chapparal","building","0","09/04 @ 16h"
"chapparal","building","0","09/04 @ 17h"
"chapparal","building","0","09/04 @ 18h"
"chapparal","building","0","09/04 @ 19h"
"chapparal","building","0","09/04 @ 20h"
"chapparal","building","0","09/04 @ 21h"
"chapparal","building","0","09/04 @ 22h"
"chapparal","building","0","09/04 @ 23h"
"chapparal","building","0","10/04 @ 00h"
"chapparal","building","1","10/04 @ 01h"
"chapparal","building","0","10/04 @ 02h"
"chapparal","building","0","10/04 @ 03h"
"chapparal","building","1","10/04 @ 04h"
"chapparal","building","0","10/04 @ 05h"
"chapparal","building","0","10/04 @ 06h"
"chapparal","building","0","10/04 @ 07h"
"chapparal","building","0","10/04 @ 08h"
"chapparal","building","0","10/04 @ 09h"
"chapparal","building","0","10/04 @ 10h"
"chapparal","building","0","10/04 @ 11h"
"chapparal","building","0","10/04 @ 12h"
"chapparal","sewer","0","06/04 @ 00h"
"chapparal","sewer","0","06/04 @ 01h"
"chapparal","sewer","0","06/04 @ 02h"
"chapparal","sewer","0","06/04 @ 03h"
"chapparal","sewer","0","06/04 @ 04h"
"chapparal","sewer","0","06/04 @ 05h"
"chapparal","sewer","0","06/04 @ 06h"
"chapparal","sewer","0","06/04 @ 07h"
"chapparal","sewer","0","06/04 @ 08h"
"chapparal","sewer","0","06/04 @ 09h"
"chapparal","sewer","0","06/04 @ 10h"
"chapparal","sewer","1","06/04 @ 11h"
"chapparal","sewer","0","06/04 @ 12h"
"chapparal","sewer","0","06/04 @ 13h"
"chapparal","sewer","0","06/04 @ 14h"
"chapparal","sewer","0","06/04 @ 15h"
"chapparal","sewer","0","06/04 @ 16h"
"chapparal","sewer","0","06/04 @ 17h"
"chapparal","sewer","1","06/04 @ 18h"
"chapparal","sewer","0","06/04 @ 19h"
"chapparal","sewer","0","06/04 @ 20h"
"chapparal","sewer","0","06/04 @ 21h"
"chapparal","sewer","0","06/04 @ 22h"
"chapparal","sewer","0","06/04 @ 23h"
"chapparal","sewer","0","07/04 @ 00h"
"chapparal","sewer","0","07/04 @ 01h"
"chapparal","sewer","0","07/04 @ 02h"
"chapparal","sewer","0","07/04 @ 03h"
"chapparal","sewer","0","07/04 @ 04h"
"chapparal","sewer","0","07/04 @ 05h"
"chapparal","sewer","0","07/04 @ 06h"
"chapparal","sewer","0","07/04 @ 07h"
"chapparal","sewer","0","07/04 @ 08h"
"chapparal","sewer","0","07/04 @ 09h"
"chapparal","sewer","0","07/04 @ 10h"
"chapparal","sewer","0","07/04 @ 11h"
"chapparal","sewer","1","07/04 @ 12h"
"chapparal","sewer","0","07/04 @ 13h"
"chapparal","sewer","1","07/04 @ 14h"
"chapparal","sewer","1","07/04 @ 15h"
"chapparal","sewer","1","07/04 @ 16h"
"chapparal","sewer","0","07/04 @ 17h"
"chapparal","sewer","0","07/04 @ 18h"
"chapparal","sewer","0","07/04 @ 19h"
"chapparal","sewer","1","07/04 @ 20h"
"chapparal","sewer","0","07/04 @ 21h"
"chapparal","sewer","0","07/04 @ 22h"
"chapparal","sewer","0","07/04 @ 23h"
"chapparal","sewer","0","08/04 @ 00h"
"chapparal","sewer","0","08/04 @ 01h"
"chapparal","sewer","0","08/04 @ 02h"
"chapparal","sewer","0","08/04 @ 03h"
"chapparal","sewer","0","08/04 @ 04h"
"chapparal","sewer","0","08/04 @ 05h"
"chapparal","sewer","0","08/04 @ 06h"
"chapparal","sewer","1","08/04 @ 07h"
"chapparal","sewer","1","08/04 @ 08h"
"chapparal","sewer","1","08/04 @ 09h"
"chapparal","sewer","1","08/04 @ 10h"
"chapparal","sewer","0","08/04 @ 11h"
"chapparal","sewer","1","08/04 @ 12h"
"chapparal","sewer","9","08/04 @ 13h"
"chapparal","sewer","4","08/04 @ 14h"
"chapparal","sewer","0","08/04 @ 15h"
"chapparal","sewer","1","08/04 @ 16h"
"chapparal","sewer","1","08/04 @ 17h"
"chapparal","sewer","0","08/04 @ 18h"
"chapparal","sewer","3","08/04 @ 19h"
"chapparal","sewer","1","08/04 @ 20h"
"chapparal","sewer","1","08/04 @ 21h"
"chapparal","sewer","1","08/04 @ 22h"
"chapparal","sewer","0","08/04 @ 23h"
"chapparal","sewer","0","09/04 @ 00h"
"chapparal","sewer","1","09/04 @ 01h"
"chapparal","sewer","1","09/04 @ 02h"
"chapparal","sewer","0","09/04 @ 03h"
"chapparal","sewer","0","09/04 @ 04h"
"chapparal","sewer","0","09/04 @ 05h"
"chapparal","sewer","0","09/04 @ 06h"
"chapparal","sewer","0","09/04 @ 07h"
"chapparal","sewer","5","09/04 @ 08h"
"chapparal","sewer","2","09/04 @ 09h"
"chapparal","sewer","3","09/04 @ 10h"
"chapparal","sewer","1","09/04 @ 11h"
"chapparal","sewer","2","09/04 @ 12h"
"chapparal","sewer","0","09/04 @ 13h"
"chapparal","sewer","0","09/04 @ 14h"
"chapparal","sewer","1","09/04 @ 15h"
"chapparal","sewer","0","09/04 @ 16h"
"chapparal","sewer","1","09/04 @ 17h"
"chapparal","sewer","0","09/04 @ 18h"
"chapparal","sewer","0","09/04 @ 19h"
"chapparal","sewer","0","09/04 @ 20h"
"chapparal","sewer","0","09/04 @ 21h"
"chapparal","sewer","0","09/04 @ 22h"
"chapparal","sewer","0","09/04 @ 23h"
"chapparal","sewer","0","10/04 @ 00h"
"chapparal","sewer","0","10/04 @ 01h"
"chapparal","sewer","0","10/04 @ 02h"
"chapparal","sewer","0","10/04 @ 03h"
"chapparal","sewer","0","10/04 @ 04h"
"chapparal","sewer","0","10/04 @ 05h"
"chapparal","sewer","0","10/04 @ 06h"
"chapparal","sewer","0","10/04 @ 07h"
"chapparal","sewer","0","10/04 @ 08h"
"chapparal","sewer","0","10/04 @ 09h"
"chapparal","sewer","0","10/04 @ 10h"
"chapparal","sewer","0","10/04 @ 11h"
"chapparal","sewer","0","10/04 @ 12h"
"chapparal","rain","0","06/04 @ 00h"
"chapparal","rain","0","06/04 @ 01h"
"chapparal","rain","0","06/04 @ 02h"
"chapparal","rain","0","06/04 @ 03h"
"chapparal","rain","0","06/04 @ 04h"
"chapparal","rain","0","06/04 @ 05h"
"chapparal","rain","0","06/04 @ 06h"
"chapparal","rain","0","06/04 @ 07h"
"chapparal","rain","0","06/04 @ 08h"
"chapparal","rain","0","06/04 @ 09h"
"chapparal","rain","0","06/04 @ 10h"
"chapparal","rain","0","06/04 @ 11h"
"chapparal","rain","0","06/04 @ 12h"
"chapparal","rain","0","06/04 @ 13h"
"chapparal","rain","0","06/04 @ 14h"
"chapparal","rain","2","06/04 @ 15h"
"chapparal","rain","0","06/04 @ 16h"
"chapparal","rain","1","06/04 @ 17h"
"chapparal","rain","0","06/04 @ 18h"
"chapparal","rain","0","06/04 @ 19h"
"chapparal","rain","0","06/04 @ 20h"
"chapparal","rain","0","06/04 @ 21h"
"chapparal","rain","0","06/04 @ 22h"
"chapparal","rain","0","06/04 @ 23h"
"chapparal","rain","0","07/04 @ 00h"
"chapparal","rain","0","07/04 @ 01h"
"chapparal","rain","0","07/04 @ 02h"
"chapparal","rain","0","07/04 @ 03h"
"chapparal","rain","0","07/04 @ 04h"
"chapparal","rain","0","07/04 @ 05h"
"chapparal","rain","0","07/04 @ 06h"
"chapparal","rain","0","07/04 @ 07h"
"chapparal","rain","0","07/04 @ 08h"
"chapparal","rain","0","07/04 @ 09h"
"chapparal","rain","0","07/04 @ 10h"
"chapparal","rain","0","07/04 @ 11h"
"chapparal","rain","0","07/04 @ 12h"
"chapparal","rain","0","07/04 @ 13h"
"chapparal","rain","0","07/04 @ 14h"
"chapparal","rain","0","07/04 @ 15h"
"chapparal","rain","0","07/04 @ 16h"
"chapparal","rain","0","07/04 @ 17h"
"chapparal","rain","0","07/04 @ 18h"
"chapparal","rain","0","07/04 @ 19h"
"chapparal","rain","0","07/04 @ 20h"
"chapparal","rain","0","07/04 @ 21h"
"chapparal","rain","0","07/04 @ 22h"
"chapparal","rain","0","07/04 @ 23h"
"chapparal","rain","0","08/04 @ 00h"
"chapparal","rain","0","08/04 @ 01h"
"chapparal","rain","0","08/04 @ 02h"
"chapparal","rain","0","08/04 @ 03h"
"chapparal","rain","0","08/04 @ 04h"
"chapparal","rain","0","08/04 @ 05h"
"chapparal","rain","0","08/04 @ 06h"
"chapparal","rain","0","08/04 @ 07h"
"chapparal","rain","0","08/04 @ 08h"
"chapparal","rain","0","08/04 @ 09h"
"chapparal","rain","0","08/04 @ 10h"
"chapparal","rain","0","08/04 @ 11h"
"chapparal","rain","0","08/04 @ 12h"
"chapparal","rain","0","08/04 @ 13h"
"chapparal","rain","0","08/04 @ 14h"
"chapparal","rain","0","08/04 @ 15h"
"chapparal","rain","0","08/04 @ 16h"
"chapparal","rain","0","08/04 @ 17h"
"chapparal","rain","1","08/04 @ 18h"
"chapparal","rain","1","08/04 @ 19h"
"chapparal","rain","0","08/04 @ 20h"
"chapparal","rain","0","08/04 @ 21h"
"chapparal","rain","0","08/04 @ 22h"
"chapparal","rain","0","08/04 @ 23h"
"chapparal","rain","0","09/04 @ 00h"
"chapparal","rain","0","09/04 @ 01h"
"chapparal","rain","0","09/04 @ 02h"
"chapparal","rain","0","09/04 @ 03h"
"chapparal","rain","0","09/04 @ 04h"
"chapparal","rain","0","09/04 @ 05h"
"chapparal","rain","0","09/04 @ 06h"
"chapparal","rain","0","09/04 @ 07h"
"chapparal","rain","0","09/04 @ 08h"
"chapparal","rain","0","09/04 @ 09h"
"chapparal","rain","1","09/04 @ 10h"
"chapparal","rain","1","09/04 @ 11h"
"chapparal","rain","1","09/04 @ 12h"
"chapparal","rain","0","09/04 @ 13h"
"chapparal","rain","0","09/04 @ 14h"
"chapparal","rain","0","09/04 @ 15h"
"chapparal","rain","0","09/04 @ 16h"
"chapparal","rain","0","09/04 @ 17h"
"chapparal","rain","0","09/04 @ 18h"
"chapparal","rain","0","09/04 @ 19h"
"chapparal","rain","0","09/04 @ 20h"
"chapparal","rain","0","09/04 @ 21h"
"chapparal","rain","0","09/04 @ 22h"
"chapparal","rain","0","09/04 @ 23h"
"chapparal","rain","0","10/04 @ 00h"
"chapparal","rain","0","10/04 @ 01h"
"chapparal","rain","0","10/04 @ 02h"
"chapparal","rain","0","10/04 @ 03h"
"chapparal","rain","0","10/04 @ 04h"
"chapparal","rain","0","10/04 @ 05h"
"chapparal","rain","0","10/04 @ 06h"
"chapparal","rain","0","10/04 @ 07h"
"chapparal","rain","0","10/04 @ 08h"
"chapparal","rain","1","10/04 @ 09h"
"chapparal","rain","0","10/04 @ 10h"
"chapparal","rain","0","10/04 @ 11h"
"chapparal","rain","0","10/04 @ 12h"
"chapparal","tsunami","0","06/04 @ 00h"
"chapparal","tsunami","0","06/04 @ 01h"
"chapparal","tsunami","0","06/04 @ 02h"
"chapparal","tsunami","0","06/04 @ 03h"
"chapparal","tsunami","0","06/04 @ 04h"
"chapparal","tsunami","0","06/04 @ 05h"
"chapparal","tsunami","0","06/04 @ 06h"
"chapparal","tsunami","0","06/04 @ 07h"
"chapparal","tsunami","0","06/04 @ 08h"
"chapparal","tsunami","0","06/04 @ 09h"
"chapparal","tsunami","0","06/04 @ 10h"
"chapparal","tsunami","0","06/04 @ 11h"
"chapparal","tsunami","0","06/04 @ 12h"
"chapparal","tsunami","0","06/04 @ 13h"
"chapparal","tsunami","0","06/04 @ 14h"
"chapparal","tsunami","0","06/04 @ 15h"
"chapparal","tsunami","0","06/04 @ 16h"
"chapparal","tsunami","0","06/04 @ 17h"
"chapparal","tsunami","0","06/04 @ 18h"
"chapparal","tsunami","0","06/04 @ 19h"
"chapparal","tsunami","0","06/04 @ 20h"
"chapparal","tsunami","0","06/04 @ 21h"
"chapparal","tsunami","0","06/04 @ 22h"
"chapparal","tsunami","0","06/04 @ 23h"
"chapparal","tsunami","0","07/04 @ 00h"
"chapparal","tsunami","0","07/04 @ 01h"
"chapparal","tsunami","0","07/04 @ 02h"
"chapparal","tsunami","0","07/04 @ 03h"
"chapparal","tsunami","0","07/04 @ 04h"
"chapparal","tsunami","0","07/04 @ 05h"
"chapparal","tsunami","0","07/04 @ 06h"
"chapparal","tsunami","0","07/04 @ 07h"
"chapparal","tsunami","0","07/04 @ 08h"
"chapparal","tsunami","0","07/04 @ 09h"
"chapparal","tsunami","0","07/04 @ 10h"
"chapparal","tsunami","0","07/04 @ 11h"
"chapparal","tsunami","0","07/04 @ 12h"
"chapparal","tsunami","0","07/04 @ 13h"
"chapparal","tsunami","0","07/04 @ 14h"
"chapparal","tsunami","0","07/04 @ 15h"
"chapparal","tsunami","0","07/04 @ 16h"
"chapparal","tsunami","0","07/04 @ 17h"
"chapparal","tsunami","0","07/04 @ 18h"
"chapparal","tsunami","0","07/04 @ 19h"
"chapparal","tsunami","0","07/04 @ 20h"
"chapparal","tsunami","0","07/04 @ 21h"
"chapparal","tsunami","0","07/04 @ 22h"
"chapparal","tsunami","0","07/04 @ 23h"
"chapparal","tsunami","0","08/04 @ 00h"
"chapparal","tsunami","0","08/04 @ 01h"
"chapparal","tsunami","0","08/04 @ 02h"
"chapparal","tsunami","0","08/04 @ 03h"
"chapparal","tsunami","0","08/04 @ 04h"
"chapparal","tsunami","0","08/04 @ 05h"
"chapparal","tsunami","0","08/04 @ 06h"
"chapparal","tsunami","0","08/04 @ 07h"
"chapparal","tsunami","0","08/04 @ 08h"
"chapparal","tsunami","0","08/04 @ 09h"
"chapparal","tsunami","0","08/04 @ 10h"
"chapparal","tsunami","0","08/04 @ 11h"
"chapparal","tsunami","0","08/04 @ 12h"
"chapparal","tsunami","0","08/04 @ 13h"
"chapparal","tsunami","0","08/04 @ 14h"
"chapparal","tsunami","0","08/04 @ 15h"
"chapparal","tsunami","0","08/04 @ 16h"
"chapparal","tsunami","0","08/04 @ 17h"
"chapparal","tsunami","0","08/04 @ 18h"
"chapparal","tsunami","1","08/04 @ 19h"
"chapparal","tsunami","0","08/04 @ 20h"
"chapparal","tsunami","0","08/04 @ 21h"
"chapparal","tsunami","0","08/04 @ 22h"
"chapparal","tsunami","0","08/04 @ 23h"
"chapparal","tsunami","0","09/04 @ 00h"
"chapparal","tsunami","0","09/04 @ 01h"
"chapparal","tsunami","0","09/04 @ 02h"
"chapparal","tsunami","0","09/04 @ 03h"
"chapparal","tsunami","0","09/04 @ 04h"
"chapparal","tsunami","0","09/04 @ 05h"
"chapparal","tsunami","0","09/04 @ 06h"
"chapparal","tsunami","0","09/04 @ 07h"
"chapparal","tsunami","1","09/04 @ 08h"
"chapparal","tsunami","2","09/04 @ 09h"
"chapparal","tsunami","1","09/04 @ 10h"
"chapparal","tsunami","0","09/04 @ 11h"
"chapparal","tsunami","0","09/04 @ 12h"
"chapparal","tsunami","0","09/04 @ 13h"
"chapparal","tsunami","0","09/04 @ 14h"
"chapparal","tsunami","0","09/04 @ 15h"
"chapparal","tsunami","0","09/04 @ 16h"
"chapparal","tsunami","0","09/04 @ 17h"
"chapparal","tsunami","0","09/04 @ 18h"
"chapparal","tsunami","0","09/04 @ 19h"
"chapparal","tsunami","0","09/04 @ 20h"
"chapparal","tsunami","0","09/04 @ 21h"
"chapparal","tsunami","0","09/04 @ 22h"
"chapparal","tsunami","0","09/04 @ 23h"
"chapparal","tsunami","0","10/04 @ 00h"
"chapparal","tsunami","0","10/04 @ 01h"
"chapparal","tsunami","0","10/04 @ 02h"
"chapparal","tsunami","0","10/04 @ 03h"
"chapparal","tsunami","0","10/04 @ 04h"
"chapparal","tsunami","0","10/04 @ 05h"
"chapparal","tsunami","0","10/04 @ 06h"
"chapparal","tsunami","0","10/04 @ 07h"
"chapparal","tsunami","0","10/04 @ 08h"
"chapparal","tsunami","0","10/04 @ 09h"
"chapparal","tsunami","0","10/04 @ 10h"
"chapparal","tsunami","0","10/04 @ 11h"
"chapparal","tsunami","0","10/04 @ 12h"
"scenic vista","earthquake","0","06/04 @ 00h"
"scenic vista","earthquake","0","06/04 @ 01h"
"scenic vista","earthquake","0","06/04 @ 02h"
"scenic vista","earthquake","0","06/04 @ 03h"
"scenic vista","earthquake","0","06/04 @ 04h"
"scenic vista","earthquake","0","06/04 @ 05h"
"scenic vista","earthquake","0","06/04 @ 06h"
"scenic vista","earthquake","0","06/04 @ 07h"
"scenic vista","earthquake","0","06/04 @ 08h"
"scenic vista","earthquake","1","06/04 @ 09h"
"scenic vista","earthquake","0","06/04 @ 10h"
"scenic vista","earthquake","0","06/04 @ 11h"
"scenic vista","earthquake","1","06/04 @ 12h"
"scenic vista","earthquake","0","06/04 @ 13h"
"scenic vista","earthquake","4","06/04 @ 14h"
"scenic vista","earthquake","6","06/04 @ 15h"
"scenic vista","earthquake","1","06/04 @ 16h"
"scenic vista","earthquake","0","06/04 @ 17h"
"scenic vista","earthquake","1","06/04 @ 18h"
"scenic vista","earthquake","4","06/04 @ 19h"
"scenic vista","earthquake","0","06/04 @ 20h"
"scenic vista","earthquake","0","06/04 @ 21h"
"scenic vista","earthquake","0","06/04 @ 22h"
"scenic vista","earthquake","0","06/04 @ 23h"
"scenic vista","earthquake","0","07/04 @ 00h"
"scenic vista","earthquake","0","07/04 @ 01h"
"scenic vista","earthquake","0","07/04 @ 02h"
"scenic vista","earthquake","0","07/04 @ 03h"
"scenic vista","earthquake","0","07/04 @ 04h"
"scenic vista","earthquake","0","07/04 @ 05h"
"scenic vista","earthquake","0","07/04 @ 06h"
